"id","player","atpname","birthdate","weight","height","turnedpro","birthplace","coaches","hand","backhand","ioc"
"CH05","Altug Celikbilek","Altug Celikbilek","19960907","73","183","2015","Antalya, Turkiye","Tobias Hinzmann","R","2H","TUR"
"CH12","Jan Choinski","Jan Choinski","19960610","88","196","","Koblenz, Germany","Andrzej Choinski, Gunter Bresnik","R","2H","GBR"
"CH19","Daniele Capecchi","Daniele Capecchi","19951011","75","180","","Borgo San Lorenzo, Italy","Giovanni Galuppo , Diego Alvarez","R","2H","ITA"
"CH27","Hyeon Chung","Hyeon Chung","19960519","89","188","2014","Suwon, South Korea","","R","2H","KOR"
"CH35","Mile Cilic","Mile Cilic","19941107","","","","","","","Unknown","CRO"
"CH47","Kevin Jack Carpenter","Kevin Jack Carpenter","19960523","","","","","","","Unknown","MEX"
"CH59","Elliot Carnello","Elliot Carnello","19950426","","","","","","","Unknown","SWE"
"CH69","Tim Cooper","Tim Cooper","19510921","","","","","","","","USA"
"CH70","Simon Clarke","Simon Clarke","","","","","","","","","AUS"
"CH71","Jimmy Casey","Jimmy Casey","","","","","","","","","IRL"
"CH73","Petros Chrysochos","Petros Chrysochos","19960408","84","185","2019","Larnaca, Cyprus","Demetris Herodotou","R","2H","CYP"
"CH74","Giovanni Cierro","Giovanni Cierro","19510830","","","","","","","","ITA"
"CH80","Luca Castelnuovo","Luca Castelnuovo","19970129","74","188","","Locarno, Switzerland","Alexis Bernhard Castelnuovo","L","1H","SUI"
"CH82","Connor Curry","Connor Curry","","","","","","","","Unknown","USA"
"CH84","Felipe Cunha-Silva","Felipe Cunha-Silva","19970331","78","180","","Cascais, Portugal","João Cunha Silva","R","1H","PRT"
"CH86","P. Coyle","P. Coyle","","","","","","","","","IRL"
"CH87","Leonzio Collas","Leonzio Collas","","","","","","","","","USA"
"CH90","Yun seong Chung","Yun seong Chung","19980327","78","178","2017","Seoul, South Korea","Jean-Luc Fontanot","R","2H","KOR"
"CH99","Dan Cassidy","Dan Cassidy","","","","","","","","","USA"
"CI00","Tim Clayton","Tim Clayton","","","","","","","","","AUS"
"CI01","David Cantrell","David Cantrell","","","","","","","","","USA"
"CI04","R. L. Cross","R. L. Cross","","","","","","","","","GBR"
"CI05","K. C. Cook","K. C. Cook","","","","","","","","","GBR"
"CI06","P. Corne","P. Corne","","","","","","","","","GBR"
"CI08","Unknown Cimurri","Unknown Cimurri","","","","","","","","","ITA"
"CI09","Bruno Chimenti","Bruno Chimenti","19420102","","","","","","","","ITA"
"CI12","Jim Corn","Jim Corn","","","","","","","","","USA"
"CI13","Francisco Castillo","Francisco Castillo","19430503","","","","","","","","COL"
"CI15","William Cullen","William Cullen","19350611","","","","","","","","USA"
"CI16","Frank Conner","Frank Conner","","","","","","","","","USA"
"CI24","Gary Cruth","Gary Cruth","","","","","","","","","AUS"
"CI29","Michael Callaghan","Michael Callaghan","19361201","","","","","","","","AUS"
"CI35","Michael Carpenter","Michael Carpenter","","","","","","","","","CAN"
"CI39","Michael Crane","Michael Crane","","","","","","","","","USA"
"CI40","Gustavo Castillo","Gustavo Castillo","","","","","","","","","COL"
"CI84","Peter Cawthorn","Peter Cawthorn","","","","","","","","","AUS"
"CI87","Jose-Alejandro Cortes","Jose-Alejandro Cortes","","","","","","","","","COL"
"CJ60","Alexandr Cozbinov","Alexandr Cozbinov","19950428","80","188","2019","Chisinau, Moldova","Leonid Cozbinov","R","2H","MDA"
"CJ68","Stjepan Cagalj","Stjepan Cagalj","19950830","78","191","","Split, Croatia","Zeljko Cagalj","R","2H","CRO"
"CL82","Daniel Cukierman","Daniel Cukierman","19950709","70","","","Tel Aviv, Israel","","R","2H","ISR"
"CL84","Francisco Cabral","Francisco Cabral","19970108","86","191","2015","Porto, Portugal","","R","2H","POR"
"CM73","Dylan Centella","Dylan Centella","","","","","","","","Unknown","PAN"
"CM74","Ian Chadwell","Ian Chadwell","19910402","","","","","","","Unknown","USA"
"CM79","Baptiste Crepatte","Baptiste Crepatte","19940921","73","185","","Grenoble, France","","R","Unknown","FRA"
"CM82","Long Chen","Long Chen","19960518","70","175","","Wuhan, China","","R","2H","CHN"
"CM88","Congsup Congcar","Congsup Congcar","19960821","68","175","","Bangkok, Thailand","","R","2H","THA"
"CN08","Jordan Correia","Jordan Correia","19970705","73","180","","SÃ£o M, Brazil","Oscar Soria","R","2H","BRA"
"CN15","Felix Corwin","Felix Corwin","19960526","82","188","","Kalamazoo, MI, USA","Erick Martinez","R","2H","USA"
"CN16","William Conigliaro","William Conigliaro","19960621","","","","","","","Unknown","USA"
"CN31","Antonio Cembellin","Antonio Cembellin","19970421","","","","","","","Unknown","ESP"
"CN32","Jai Corbett","Jai Corbett","19940311","83","185","","Melbourne","","L","Unknown","AUS"
"CN44","Tomas Curras Abasolo","Tomas Curras Abasolo","20000502","68","173","","Tandil","","R","2H","ESP"
"CN70","Nicholas Campbell","Nicholas Campbell","19990728","","","","","","","","CYP"
"CN73","Manuel Castellanos","Manuel Castellanos","19960804","","","","","","R","2H","DOM"
"CN78","Lucas Catarina","Lucas Catarina","19960826","80","185","2015","Monaco","Guillaume Couillard","R","2H","MON"
"CN80","Raphael Calzi","Raphael Calzi","19970716","75","180","","Mondercange","","R","2H","LUX"
"CN88","Tiago Cacao","Tiago Cacao","19980228","82","185","","Peniche","Manuel Costa Matos","R","2H","PRT"
"CO01","Andrey Chepelev","Andrey Chepelev","19980802","76","178","","Moscow","Lozano and Altur Tennis Academy","L","2H","RUS"
"CO03","Anirudh Chandrasekar","Anirudh Chandrasekar","19980711","74","180","","Chennai, India","Vignesh Peranamallur","L","2H","IND"
"CO06","Liam Caruana","Liam Caruana","19980122","75","178","","Rome, Italy","Mariano Monachesi","R","2H","ITA"
"CO07","Ezekiel Clark","Ezekiel Clark","19980719","70","170","","Tulsa","","R","2H","USA"
"CO11","Simon Carr","Simon Carr","19991107","77","183","","Dublin, Ireland","","R","2H","IRL"
"D001","Bruno Dadillon","Bruno Dadillon","19640209","64","175","","Manosque, France","","R","","FRA"
"D002","Jose Daher","Jose Daher","19660420","70","180","","Sao Paulo, Brazil","","R","","BRA"
"D004","Scott Davis","Scott Davis","19620827","77","188","1983","Santa Monica, CA, USA","","R","","USA"
"D005","Marty Davis","Marty Davis","19581115","82","183","1980","San Jose, CA, USA","","R","","USA"
"D006","Franco Davin","Franco Davin","19700111","64","173","1986","Pehuajo, B.A., Argentina","","L","","ARG"
"D007","John Davis","John Davis","19620518","","","","Santa Monica, CA, USA","","R","","USA"
"D008","Horacio de la Pena","Horacio de la Pena","19660801","72","180","1984","Buenos Aires, Argentina","Carlos Gustavo Pena","L","","ARG"
"D009","Alessandro De Minicis","Alessandro De Minicis","19630804","73","175","","Cagliari, Sardinia, Italy","Ciabocco Mario","R","","ITA"
"D010","Henri De Wet","Henri De Wet","19620301","79","188","","Klerksdorp, South Africa","","R","","RSA"
"D011","Karel Demuynck","Karel Demuynck","","","","","","","R","","BEL"
"D012","David De Miguel","David De Miguel","19650207","66","175","","Tortosa, Spain","","R","","ESP"
"D013","Arnaud Decugis","Arnaud Decugis","19580325","","","","","","R","Unknown","FRA"
"D014","Jose Delafuente","Jose Delafuente","","","","","","","R","Unknown","ESP"
"D015","Olivier Delaitre","Olivier Delaitre","19670601","85","168","1986","Metz, France","","R","1H","FRA"
"D016","Tracy Delatte","Tracy Delatte","19561222","82","178","","New Orleans, LA, USA","Bill Stanley","R","","USA"
"D017","Necvet Demir","Necvet Demir","","","","","","","R","","TUR"
"D018","Jose Demeterco","Jose Demeterco","","","","","","","R","Unknown","BRA"
"D019","Steve Denton","Steve Denton","19560905","82","188","","Kingsville, TX","Warren Jacques","R","","USA"
"D020","Johan De Preter","Johan De Preter","","","","","","","R","","BEL"
"D021","Mike De Palmer","Mike De Palmer","19611017","79","185","","Tampa, FL","","L","","USA"
"D022","Bruce Derlin","Bruce Derlin","19611128","75","180","","Sydney, NSW, Australia","","L","","NZL"
"D024","Steve DeVries","Steve DeVries","19641208","77","180","1987","Cincinnati, OH","","R","","USA"
"D025","Nevio Devide","Nevio Devide","19661202","80","188","","Saronno, Italy","","R","Unknown","ITA"
"D026","Eddie Dibbs","Eddie Dibbs","19510223","73","170","","Brooklyn, NY","","R","","USA"
"D027","Brett Dickinson","Brett Dickinson","19621204","77","183","","Atlanta, GA","","R","","USA"
"D028","Mark Dickson","Mark Dickson","19591208","78","191","1982","Tampa, FL, USA","","R","","USA"
"D029","Carlos Di Laura","Carlos Di Laura","19641019","77","178","","Lima, Peru","","L","1H","PER"
"D031","Andrei Dirzu","Andrei Dirzu","","","","","","","R","","ROU"
"D032","Mohamed Dlimi","Mohamed Dlimi","","","","","","","R","","MAR"
"D033","Oleksandr Dolgopolov Sr.","Oleksandr Dolgopolov Sr.","19640710","","","","","","R","","UKR"
"D034","Gary Donnelly","Gary Donnelly","19620603","82","191","","Phoenix, AZ","","R","","USA"
"D035","Fritz Don","Fritz Don","19560513","","","","","","R","","NED"
"D036","Peter Doohan","Peter Doohan","19610502","84","191","","Newcastle, Australia","","R","","AUS"
"D037","Colin Dowdeswell","Colin Dowdeswell","19550512","79","185","","London, England","Mother","R","","GBR"
"D038","David Dowlen","David Dowlen","19600203","68","178","","Houston, TX","","R","","USA"
"D039","Matt Doyle","Matt Doyle","19580113","86","193","","Redwood City, CA","","R","","IRL"
"D040","Brad Drewett","Brad Drewett","19580719","79","185","","Maclean, Australia","Syd Ball","L","","AUS"
"D041","Randy Druz","Randy Druz","19580226","79","174","","Elm hurst, Illinois","","R","1H","USA"
"D042","Robin Drysdale","Robin Drysdale","19520918","","","","Denham, Essex, England","","R","","GBR"
"D043","Morees Dubruyn","Morees Dubruyn","","","","","","","R","","RSA"
"D044","Lawson Duncan","Lawson Duncan","19641026","75","185","","Asheville, NC","","R","","USA"
"D045","Chris Dunk","Chris Dunk","19580123","84","193","1980","San Francisco, CA","","R","","USA"
"D046","Laird Dunlop","Laird Dunlop","19620628","75","180","","Ottawa, Canada","Jim Leighton","R","","CAN"
"D047","Miguel Dungo","Miguel Dungo","19650123","","","","","","R","","PHI"
"D048","Pat Dupre","Pat Dupre","19540916","79","191","","Liege, Belgium","","R","","USA"
"D049","Broderick Dyke","Broderick Dyke","19601231","85","180","1982","Gumeracha, Australia","","L","2H","AUS"
"D050","Martin Dyotte","Martin Dyotte","","","","","","","R","Unknown","CAN"
"D051","Girts Dzelde","Girts Dzelde","19630716","68","173","1988","Riga, Latvia","","R","","LAT"
"D053","Larry Davidson","Larry Davidson","19550821","","","","","","R","","USA"
"D054","Owen Davidson","Owen Davidson","19431004","82","185","","Melbourne, VIC, Australia","","L","","AUS"
"D055","Mauricio Daza","Mauricio Daza","","","","","","","R","Unknown","BRA"
"D057","Jeremy Dier","Jeremy Dier","19600530","","","","Brighton, Sussex, England","","R","","GBR"
"D058","Nortay Dowuona","Nortay Dowuona","","","","","","","R","","NGR"
"D061","Ron Dutton","Ron Dutton","","","","","Auckland, New Zealand","","R","","NZL"
"D063","Eric Deblicker","Eric Deblicker","19520417","","","","","","R","","FRA"
"D064","Ray Disco","Ray Disco","19600304","","","","Forest Hills, NY, USA","","R","Unknown","USA"
"D068","Fernando Dalla-Fontana","Fernando Dalla-Fontana","","","","","","","R","","ARG"
"D069","Jose Luis Damiani","Jose Luis Damiani","19561121","82","185","","Montevideo, Uruguay","","R","","URU"
"D070","Rupert Dorey","Rupert Dorey","","","","","","","R","","GBR"
"D071","Christofer Delaney","Christofer Delaney","19570716","","","","","","R","","USA"
"D072","Jim Delaney","Jim Delaney","19530312","","","","Newton, MA, USA","","R","","USA"
"D073","Dick Dell","Dick Dell","19470929","","","","Washington, DC, U.S.A.","","R","","USA"
"D074","Phil Dent","Phil Dent","19500214","78","183","","Sydney, NSW, Australia","","R","","AUS"
"D076","Colin Dibley","Colin Dibley","19440919","86","188","","Sydney, NSW, Australia","","R","","AUS"
"D077","Jai Dilouie","Jai Dilouie","19580911","","","","","","R","","USA"
"D078","Steve Docherty","Steve Docherty","19500506","","","","","","R","","AUS"
"D079","Peter Doerner","Peter Doerner","19501117","","","","Sydney, NSW, Australia","","R","","AUS"
"D080","Patrice Dominguez","Patrice Dominguez","19500112","70","173","","Algiers, Algeria","","L","","FRA"
"D081","Roger Dowdeswell","Roger Dowdeswell","19440216","","","","Nairobi, Kenya","","R","","ZIM"
"D082","Cliff Drysdale","Cliff Drysdale","19410526","76","188","","Nelspruit, South Africa","","R","","RSA"
"D083","Ivan Dupasquier","Ivan Dupasquier","19611123","","","","","","R","","SUI"
"D084","Stefan Dallwitz","Stefan Dallwitz","","","","","","","R","Unknown","MEX"
"D086","Peter Dellavedova","Peter Dellavedova","","","","","","","R","Unknown","AUS"
"D088","Pascal Deniau","Pascal Deniau","19570407","75","185","","Lyon, France","","R","","FRA"
"D091","Antonio Domenech","Antonio Domenech","","","","","","","R","","ESP"
"D092","Ian Duvenhage","Ian Duvenhage","","","","","","","R","Unknown","RSA"
"D093","Steen Dannisgard","Steen Dannisgard","","","","","","","R","Unknown","DEN"
"D094","Royce Deppe","Royce Deppe","19650811","82","188","1988","Durban, South Africa","","R","","RSA"
"D097","Peter Dyson","Peter Dyson","","","","","","","R","","AUS"
"D098","Yahiya Doumbia","Yahiya Doumbia","19630825","75","185","1986","Bamako, Mali","","R","","SEN"
"D099","Miloud Doumbia","Miloud Doumbia","","","","","","","R","","SEN"
"D09L","Louis Dussin","Louis Dussin","19990701","68","178","","Pouillon","","R","2H","FRA"
"D09V","Ivan Denisov","Ivan Denisov","20000607","73","180","","Moscow","","R","Unknown","RUS"
"D0A2","Matthew Dellavedova","Matthew Dellavedova","20000530","83","191","","Wonga Park, Australia","Peter Dellavedova, Drew Reed","R","2H","AUS"
"D0AH","Andrea Del Federico","Andrea Del Federico","19991224","88","188","","Pescara","Simone Vagnozzi","R","2H","ITA"
"D0AQ","Amaury Delmas","Amaury Delmas","19980401","","","","","","","Unknown","FRA"
"D0AR","Mateus Alves","Mateus Alves","20010123","88","193","2018","Sao Jose do Rio Preto, Brazil","Duda Matos, Arthur Rabelo","R","2H","BRA"
"D0AU","Nikita-Girey Demir","Nikita-Girey Demir","","","","","","","","Unknown","USA"
"D0B5","Nikoloz Davlianidze","Nikoloz Davlianidze","20000101","","","","","","","","GEO"
"D0BE","Jesse Delaney","Jesse Delaney","19981114","73","173","","Sydney","Ricky Bobby","R","2H","AUS"
"D0C1","Jesper de Jong","Jesper de Jong","20000531","70","180","","Haarlem","Bas Van Bentum","R","2H","NED"
"D0CF","Savriyan Danilov","Savriyan Danilov","20000603","82","188","","Moscow","Alexander Kuznetsov","R","2H","RUS"
"D0CG","Facundo Diaz Acosta","Facundo Diaz Acosta","20001215","75","183","2018","Buenos Aires, Argentina","Mariano Monachesi, Mariano Hood","L","2H","ARG"
"D0CN","Miguel Damas","Miguel Damas","19991221","84","208","","Madrid","Luis Zapata, Javi Perez","R","2H","ESP"
"D0CO","Jack Draper","Jack Draper","20011222","85","193","2018","Sutton, England","James Trotman","L","2H","GBR"
"D0CQ","Julien De Cuyper","Julien De Cuyper","19990518","80","188","","Metz","Dupont Jean-Christophe, Jalal Fathi , Gayord Messin","R","2H","FRA"
"D0D2","Alec Deckers","Alec Deckers","20000502","86","193","","Blaricum","Igor Sijsling","R","2H","NED"
"D0D4","Stefan Dostanic","Stefan Dostanic","20011104","79","188","","Irvine","","R","2H","USA"
"D0DB","Pierre Delage","Pierre Delage","20010122","97","198","","ArÃ¨s","","R","2H","FRA"
"D0DC","Etienne Donnet","Etienne Donnet","20010216","75","178","","Lyon","Antoine Ravat","R","2H","FRA"
"D0DG","Henrik Drzymalski","Henrik Drzymalski","19470612","","","","","","","","POL"
"D0DI","Czaslaw Dobrowolski","Czaslaw Dobrowolski","19500117","","","","","","","","POL"
"D0DK","Santiago De La Fuente","Santiago De La Fuente","20020206","81","175","","Dolores","","R","2H","ARG"
"D0DP","Liam Draxl","Liam Draxl","20011205","79","185","","Newmarket","","R","2H","CAN"
"D0DT","Martin Damm","Martin Damm","20030930","95","203","","Bradenton, FL, USA","Martin Damm Sr., Micah Klousia, Jan Satral","L","2H","USA"
"D0DW","Titouan Droguet","Titouan Droguet","20010615","80","191","2018","Villeneuve saint Georges","Yannick Jankovits","R","2H","FRA"
"D0E2","Giacomo Dambrosi","Giacomo Dambrosi","20010820","0","0","","Trieste","MosÃ¨ Navarra","R","1H","ITA"
"D0EG","Mayeul Darras","Mayeul Darras","19990201","","","","","","R","Unknown","FRA"
"D0EW","E. Davies","E. Davies","","","","","","","","","GBR"
"D0F0","Bohua Dong","Bohua Dong","20020616","75","191","","Tianjin","Victor Wang","R","2H","CHN"
"D0F2","Kamen Damov","Kamen Damov","19990321","","","","","","","Unknown","CAN"
"D0F3","Dennis Davis","Dennis Davis","","","","","","","","","JAM"
"D0F6","Gabriel Diallo","Gabriel Diallo","20010924","90","203","2023","Montreal, Canada","Martin Laurendeau","R","2H","CAN"
"D0FA","Yassine Dlimi","Yassine Dlimi","20030505","82","191","","Casablanca","","R","2H","MAR"
"D0FB","Angel Diaz Jalil","Angel Diaz Jalil","20011013","","","","","","","Unknown","ECU"
"D0FH","Sebastian Dominguez","Sebastian Dominguez","20020622","","","","","","","","GUA"
"D0FJ","Luciano Darderi","Luciano Darderi","20020214","82","183","","Villa Gesell, Argentina","Luciano Enrique Darderi","R","2H","ITA"
"D0FO","Diego Duran","Diego Duran","20041210","","","","","","","","ESA"
"D0FR","Paul Deuble","Paul Deuble","","","","","","","","","AUS"
"D0FS","Theo Du Plessis","Theo Du Plessis","","","","","","","","","RSA"
"D0FT","Jose Manuel Dominguez","Jose Manuel Dominguez","","","","","","","","","ESP"
"D0FU","Gottfried Dallwitz","Gottfried Dallwitz","","","","","","","","","GER"
"D0G0","Mathis Debru","Mathis Debru","20021101","83","191","","Grenoble","","R","2H","FRA"
"D0G2","G. Daumas","G. Daumas","","","","","","","","",""
"D0G3","John Damon","John Damon","","","","","","","","","USA"
"D0G4","Fernando de Vivo","Fernando de Vivo","","","","","","","","","COL"
"D0G6","Francesco D'Alessio","Francesco D'Alessio","","","","","","","","","ITA"
"D0G7","Bryan Desatnik","Bryan Desatnik","","","","","","","","","RSA"
"D0G8","Geoff Dyer","Geoff Dyer","","","","","","","","","CAN"
"D0G9","Mike Durkin","Mike Durkin","","","","","","","","","USA"
"D0GA","David Dinelle","David Dinelle","","","","","","","","","USA"
"D0GB","F. de Koenig","F. de Koenig","","","","","","","","","SUR"
"D0GC","Kenneth de Koning","Kenneth de Koning","19470704","","","","","","","","RSA"
"D0GE","Pete Daschmans","Pete Daschmans","","","","","","","","","USA"
"D0GF","Urs Dietschi","Urs Dietschi","","","","","","","","","SUI"
"D0GG","Dick Stradmeijer","Dick Stradmeijer","","","","","","","","","NED"
"D0GH","Hans Docher","Hans Docher","","","","","","","","","NED"
"D0GI","Bob Dunning","Bob Dunning","","","","","","","","","USA"
"D0GJ","Robert DeLauer","Robert DeLauer","","","","","","","","","USA"
"D0GK","Robert Dickerson","Robert Dickerson","","","","","","","","","USA"
"D0GL","R. De Sa Pessoa","R. De Sa Pessoa","","","","","","","","","POR"
"D0GM","John De St. Croix","John De St. Croix","","","","","","","","","RSA"
"D0GN","Jannie De Villiers","Jannie De Villiers","","","","","","","","","RSA"
